"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
7.78719324889976e-07,-0.867168856301093,0.115,0.208,0.0106793568215411,"2","POLE4"
8.10759652484655e-07,2.22285656803365,0.167,0.08,0.0111187578741746,"2","PTPN7"
8.50287989802208e-07,-1.04019619610442,0.054,0.129,0.0116608494921475,"2","TBXAS1"
8.52618583158484e-07,-0.52092801390356,0.347,0.486,0.0116928112494355,"2","TUBA1A"
8.61870266751765e-07,1.36091272884351,0.162,0.074,0.0118196888382337,"2","ACAA2"
1.06255065062831e-06,1.57426137992138,0.153,0.073,0.0145718196227167,"2","SF3B4"
1.16033493419887e-06,0.981647137775823,0.243,0.144,0.0159128332876033,"2","DENND2D"
1.1636668032419e-06,-0.848981890699799,0.128,0.222,0.0159585265396595,"2","CD55"
1.22571817825073e-06,-0.512651304481611,0.284,0.419,0.0168094990965304,"2","PPP1R15A"
1.32614330303138e-06,1.28810765280868,0.205,0.116,0.0181867292577723,"2","MANF"
1.34953231873259e-06,1.07683690494038,0.266,0.176,0.0185074862190987,"2","DDOST"
1.36859833918161e-06,1.40331744099364,0.131,0.052,0.0187689576235367,"2","RNF125"
1.4327258270528e-06,1.09028719816979,0.216,0.13,0.0196484019922021,"2","SDF2L1"
1.46805089833939e-06,1.15111626473516,0.356,0.26,0.0201328500198263,"2","SCP2"
1.54241340879245e-06,1.37713073207298,0.16,0.076,0.0211526574881797,"2","TES"
1.58007156955637e-06,-0.28518805999692,0.736,0.834,0.021669101504896,"2","YBX1"
1.61404229159539e-06,0.968560881499839,0.286,0.199,0.0221349759869392,"2","FLNA"
1.6598802794202e-06,1.33547468777364,0.135,0.059,0.0227635981519686,"2","ADAM8"
1.70096392736886e-06,-0.935915512840256,0.074,0.149,0.0233270192999366,"2","PABPC4"
1.70480067165722e-06,1.22869945196915,0.196,0.113,0.0233796364111072,"2","SDF4"
1.71972672990238e-06,0.736783339153719,0.387,0.29,0.0235843323738813,"2","SPCS2"
1.77206639105008e-06,0.505860094569063,0.529,0.434,0.0243021184868609,"2","BST2"
1.81850423721239e-06,1.32620473775667,0.169,0.088,0.0249389671091307,"2","MBP"
1.82981665767186e-06,0.771209798484648,0.417,0.335,0.0250941056433119,"2","SNRPB"
1.83332332332901e-06,0.48817367770255,0.498,0.4,0.0251421960561341,"2","ACTR3"
1.8842511459956e-06,-0.365592190707564,0.376,0.52,0.0258406202161836,"2","HIGD2A"
1.94188884174229e-06,-0.4381229447825,0.191,0.312,0.0266310635756538,"2","MRPL23"
2.09670937640925e-06,-0.265692882884022,0.604,0.727,0.0287542723880765,"2","ZFP36"
2.28611828791032e-06,-0.750979474655254,0.214,0.316,0.0313518262004021,"2","PGLS"
2.29557718469652e-06,-0.632667329430117,0.336,0.448,0.031481545510928,"2","NOSIP"
2.29610311737819e-06,0.761879327625051,0.259,0.17,0.0314887581517245,"2","IDH2"
2.34300513034299e-06,0.61698474195518,0.381,0.288,0.0321319723575237,"2","FAM49B"
2.37644620907069e-06,-0.852341624262377,0.095,0.18,0.0325905833111954,"2","FOXP1"
2.43506184035783e-06,-0.351421000392268,0.716,0.808,0.0333944380786673,"2","LAPTM5"
2.52918103091996e-06,1.0297257638125,0.196,0.106,0.0346851886580364,"2","SPSB3"
2.63150313730116e-06,-0.990329464315671,0.088,0.169,0.0360884340249481,"2","ARL4A"
2.67681744650827e-06,-1.07586638164531,0.054,0.12,0.0367098744614144,"2","MSRB1"
2.91310474402572e-06,-0.890760835325482,0.306,0.386,0.0399503184595687,"2","PYCARD"
2.9978680899641e-06,-0.883775802853477,0.077,0.153,0.0411127629857676,"2","NFKBIZ"
3.15753910597773e-06,0.848656556089305,0.351,0.272,0.0433024912993786,"2","IRF1"
3.59437687901948e-06,0.629139012065636,0.428,0.343,0.0492932845188731,"2","DBI"
3.65214083308847e-06,1.34923373942115,0.173,0.095,0.0500854593849753,"2","DERL1"
3.7719341096377e-06,1.21146753835142,0.178,0.096,0.0517283043795715,"2","ARHGAP25"
4.03320260858394e-06,1.45253878586139,0.133,0.059,0.0553113405741201,"2","STAT4"
4.31902670736332e-06,-0.725586667562954,0.153,0.25,0.0592311322647806,"2","TCF7"
4.32779830598693e-06,0.731561581318408,0.423,0.344,0.0593514259683048,"2","PSMB10"
4.43429164508979e-06,0.530756156349673,0.559,0.486,0.0608118756207615,"2","HNRNPK"
4.72024066477568e-06,1.18846063743552,0.18,0.098,0.0647333804767337,"2","IRF3"
4.7226381051616e-06,-0.733110137661346,0.252,0.357,0.0647662589741861,"2","ATP6V0B"
5.06183991174484e-06,0.706249722483155,0.541,0.462,0.0694180725496688,"2","SRSF3"
5.13403040501787e-06,1.63143346267781,0.101,0.035,0.0704080929744151,"2","HENMT1"
5.48996777127572e-06,0.866657313804029,0.205,0.12,0.0752894180152753,"2","RCN2"
5.65666474856495e-06,0.681638831291523,0.414,0.331,0.0775755003618197,"2","CD164"
5.75212089193158e-06,0.985761021084888,0.205,0.125,0.0788845859119497,"2","FDPS"
5.92349639284816e-06,0.646298738803472,0.441,0.35,0.0812348295315197,"2","C9orf16"
5.93853391592972e-06,1.63117629918388,0.162,0.087,0.0814410541230602,"2","DGKZ"
6.02651360519819e-06,0.936757620853712,0.2,0.121,0.082647607581688,"2","UBE2F"
6.03205525853179e-06,1.02020345936863,0.236,0.153,0.0827236058155049,"2","ATP1B3"
6.12862551611686e-06,0.736288018465316,0.338,0.249,0.0840479703280267,"2","WDR1"
6.20901007574645e-06,1.46304446257274,0.142,0.07,0.0851503641787868,"2","BATF"
6.51043659632937e-06,1.15838658512782,0.173,0.091,0.089284127482061,"2","ORMDL3"
6.71209482434824e-06,-0.2853023622409,0.975,0.974,0.0920496684211117,"2","RPL5"
7.03736444295536e-06,1.0543509513141,0.291,0.2,0.0965104159706898,"2","BUB3"
7.53684798098502e-06,1.23888793733198,0.146,0.071,0.103360333211229,"2","G6PD"
7.58657215661503e-06,0.687511889140196,0.196,0.109,0.104042250555819,"2","CARHSP1"
7.80122361958323e-06,1.15483351702491,0.162,0.085,0.106985980718964,"2","DNAJB11"
7.8657289769135e-06,-0.345158850338109,0.313,0.449,0.107870607189392,"2","PKM"
8.25495353483988e-06,0.536895495950853,0.468,0.386,0.113208432776794,"2","TMEM59"
8.46768042581108e-06,1.06521250364306,0.189,0.111,0.116125769359573,"2","SASH3"
9.02521089831225e-06,1.11484285710399,0.185,0.109,0.123771742259454,"2","ODF2L"
9.37741509691512e-06,1.88748765871759,0.158,0.084,0.128601870639094,"2","CYB5B"
9.38124769012977e-06,1.70645937126042,0.104,0.039,0.12865443082244,"2","YARS"
1.03890190465829e-05,-0.803878268061184,0.11,0.207,0.142475007204838,"2","RILPL2"
1.06448108677543e-05,0.409427902421613,0.716,0.668,0.145982936240383,"2","HSPA8"
1.16012685930079e-05,0.81135376097644,0.268,0.184,0.15909979748451,"2","CFLAR"
1.1767510089943e-05,0.640002066062086,0.662,0.633,0.161379633373479,"2","HNRNPA2B1"
1.18286753310131e-05,-0.262370928724343,0.993,0.985,0.162218453489514,"2","RPS15A"
1.18905875757745e-05,0.5132229021959,0.455,0.377,0.163067518014172,"2","C11orf58"
1.19140106358482e-05,1.45750617058152,0.18,0.103,0.163388741860022,"2","FLOT1"
1.23353288510128e-05,1.28224155664529,0.142,0.073,0.16916669986279,"2","CCDC88C"
1.2761938720914e-05,1.37870443346783,0.223,0.145,0.175017227618615,"2","DEF6"
1.32803337047075e-05,0.735489746775245,0.268,0.187,0.182126496426358,"2","JAK1"
1.57961689681101e-05,0.583045151761479,0.227,0.145,0.216628661228662,"2","HDAC1"
1.63464440014534e-05,0.707651656675562,0.372,0.295,0.224175133035931,"2","BAX"
1.70885942716598e-05,0.411059621173511,0.68,0.625,0.234352981841543,"2","HMGB1"
1.71781259321609e-05,0.729804398737047,0.306,0.228,0.235580819033655,"2","PDIA6"
1.75549231839002e-05,0.700487168110602,0.396,0.305,0.240748216544007,"2","SEC61B"
1.77849700647088e-05,0.970243937999079,0.225,0.151,0.243903079467417,"2","TMED4"
1.80041027790012e-05,0.50455658359737,0.32,0.235,0.246908265511223,"2","CD47"
1.80560356355285e-05,-0.627754756620478,0.131,0.22,0.247620472705638,"2","OXA1L"
1.85136593729081e-05,-0.589988086758308,0.363,0.457,0.253896324640062,"2","RAC1"
1.8620068403282e-05,1.0705450974217,0.241,0.165,0.255355618082609,"2","ADRM1"
1.89648446429122e-05,1.52308078635792,0.104,0.04,0.260083879432898,"2","MVD"
1.92569134611942e-05,1.21131720170595,0.142,0.071,0.264089311206818,"2","MAD2L2"
1.97472080690499e-05,0.325763542873821,0.619,0.533,0.270813211458951,"2","LSP1"
1.99650067111804e-05,-1.14699977247698,0.052,0.102,0.273800102037129,"2","CYB561A3"
2.08674112764344e-05,0.665703349590003,0.369,0.289,0.286175678245021,"2","TBC1D10C"
2.43641576567703e-05,2.023730218655,0.113,0.047,0.334130058104947,"2","BTN3A1"
2.50261649533389e-05,-0.735366083621402,0.333,0.417,0.34320882617009,"2","IFI6"
2.56595134011271e-05,-0.469449814980943,0.68,0.749,0.351894566783057,"2","TMEM66"
2.60369100140654e-05,-0.584032687279122,0.171,0.267,0.357070183932892,"2","PIK3IP1"
2.61832857274325e-05,0.630457986288041,0.428,0.365,0.359077580466009,"2","CDC42"
2.67912151848752e-05,0.670365186120971,0.284,0.202,0.367414725045378,"2","IMP3"
2.68716228333528e-05,0.877058762362669,0.286,0.21,0.3685174355366,"2","CAPN2"
2.69669581597315e-05,1.04360190255097,0.218,0.15,0.369824864202558,"2","CDK2AP2"
2.70177915419263e-05,1.18339471530209,0.131,0.062,0.370521993205978,"2","CXXC5"
2.82434675379351e-05,-0.408614352541996,0.342,0.462,0.387330913815242,"2","ANP32B"
2.89710770149939e-05,0.851579608228151,0.236,0.161,0.397309350183626,"2","RHOF"
2.94392733559111e-05,0.426094777833022,0.518,0.444,0.403730194802965,"2","ARL6IP5"
3.08980559228806e-05,0.685949719246464,0.374,0.299,0.423735938926385,"2","OSTF1"
3.30831952661195e-05,-0.69865532056156,0.108,0.189,0.453702939879563,"2","ZFAND5"
3.38230873889368e-05,1.14054912086074,0.146,0.081,0.463849820451879,"2","ORAI1"
3.38652674959609e-05,0.928713878895022,0.178,0.102,0.464428278439607,"2","SH3BP5"
3.47175662995521e-05,0.752642507513434,0.282,0.203,0.476116704232057,"2","SDHC"
3.57374433921621e-05,0.807549420520062,0.245,0.17,0.490103298680111,"2","MIEN1"
3.68405846769843e-05,1.74320996139004,0.176,0.114,0.505231778260162,"2","CDC42EP3"
4.0938214706534e-05,-0.817784017800142,0.079,0.146,0.561426676485407,"2","SCO2"
4.11926612639594e-05,1.25148790874782,0.14,0.079,0.564916156573939,"2","TSPAN32"
4.20304770205644e-05,1.39199216835869,0.108,0.047,0.57640596186002,"2","TMIGD2"
4.28884362706465e-05,1.30543648515728,0.153,0.093,0.588172015015646,"2","GCHFR"
4.33254718936889e-05,0.557195579066643,0.378,0.301,0.59416552155005,"2","HNRNPM"
4.3813063859156e-05,0.400454431859676,0.55,0.474,0.600852357764465,"2","SRSF7"
4.52953504242692e-05,-0.526372647774319,0.347,0.465,0.621180435718428,"2","ATP5O"
4.68417827868843e-05,-0.299454686302075,0.441,0.57,0.642388209139332,"2","EIF3L"
4.75201964736437e-05,1.11399406205944,0.236,0.165,0.651691974439549,"2","TMCO1"
4.76392358797081e-05,1.30883287613088,0.128,0.069,0.653324480854317,"2","PITPNC1"
4.85261733465368e-05,1.43883352710261,0.115,0.055,0.665487941274406,"2","ARHGEF3"
4.92185706969107e-05,0.250819404683624,0.234,0.159,0.674983478537433,"2","VDAC3"
5.08081153252435e-05,0.290114231510427,0.527,0.447,0.69678249357039,"2","GIMAP4"
5.12621462285183e-05,-0.250051798607953,0.52,0.654,0.703009073377899,"2","CCNI"
5.14044121033362e-05,-0.896091522267154,0.072,0.132,0.704960107585152,"2","GLUL"
5.18555557178124e-05,1.31516573128544,0.124,0.062,0.711147091114079,"2","URI1"
5.25513776164576e-05,1.05766302920731,0.182,0.115,0.7206895926321,"2","SSBP4"
5.46263039761285e-05,0.383770847227763,0.599,0.52,0.749145132728627,"2","EVL"
5.63192661260549e-05,-0.601124584952337,0.279,0.37,0.772362415652717,"2","AP2S1"
6.17419133312709e-05,1.04312116196684,0.151,0.083,0.846728599425049,"2","CCDC167"
6.40539125410135e-05,-0.519445094858891,0.264,0.367,0.878435356587459,"2","POLD4"
6.45733317834969e-05,0.569392241228004,0.426,0.365,0.885558672078876,"2","GHITM"
6.75665337012872e-05,1.3104037730709,0.144,0.079,0.926607443179453,"2","ABHD14A"
6.96465309274314e-05,-1.04683026501861,0.099,0.165,0.955132525138794,"2","JUND"
7.20771499504716e-05,0.607214569350883,0.297,0.225,0.988466034420767,"2","GADD45B"
7.28488248169326e-05,1.33294187756282,0.146,0.085,0.999048783539414,"2","GPAA1"
7.42198158932168e-05,1.27443669781473,0.216,0.153,1,"2","MRPS6"
7.60563145317344e-05,-0.429246753796464,0.892,0.913,1,"2","RPL34"
7.61621836944579e-05,-0.841800582161414,0.059,0.117,1,"2","ZNF581"
7.79426379233121e-05,1.37635359537077,0.101,0.045,1,"2","NSG1"
8.01916825596192e-05,-0.840171375306515,0.065,0.126,1,"2","UQCRB"
8.10916000948882e-05,0.765191456478565,0.318,0.251,1,"2","LMAN2"
8.23944649566966e-05,0.901182644665627,0.198,0.127,1,"2","C11orf48"
8.39073537973962e-05,-0.448260160664632,0.227,0.332,1,"2","ZNF706"
8.46059167178932e-05,1.12137993812349,0.146,0.086,1,"2","SIPA1"
8.48945305037484e-05,0.70968976875366,0.453,0.384,1,"2","SRSF2"
8.53761087868801e-05,-0.890631846740558,0.072,0.132,1,"2","DNAJC4"
8.58477206154765e-05,1.0501405772035,0.153,0.087,1,"2","LINC00152"
8.71701886424339e-05,-1.01578410113198,0.081,0.144,1,"2","STX11"
9.3833715041963e-05,-0.734221024061059,0.187,0.265,1,"2","SLC2A3"
9.39740667927278e-05,0.869254971342403,0.198,0.13,1,"2","SNRNP70"
9.45419639771612e-05,-0.601121819590613,0.18,0.26,1,"2","EEF1G"
0.00010217463966124,0.73945610145725,0.356,0.271,1,"2","GIMAP5"
0.000103247457025033,1.33835078950315,0.101,0.046,1,"2","TMEM71"
0.000104942337082294,0.591381659497878,0.523,0.474,1,"2","GUK1"
0.000105579009756362,0.631557761497959,0.178,0.109,1,"2","AHSA1"
0.000116362010138233,1.1938591090025,0.171,0.106,1,"2","MESDC2"
0.000120364356036399,1.1918990687417,0.124,0.065,1,"2","ELOVL1"
0.000129072813056032,1.01914475559629,0.291,0.215,1,"2","CDC37"
0.000129691948517392,-0.826592873680468,0.23,0.313,1,"2","H2AFY"
0.000132042507607082,-0.830601721999961,0.05,0.101,1,"2","U2AF1L4"
0.000135829372561191,1.26792326186058,0.142,0.083,1,"2","CLEC2B"
0.000138953494743311,-0.349909905735986,0.779,0.825,1,"2","ARPC3"
0.000139861112250079,-0.810757573588294,0.101,0.174,1,"2","DRAM2"
0.000141052182203656,-0.289298809056054,0.374,0.487,1,"2","SNX3"
0.000143399626574394,-0.701406513494489,0.2,0.29,1,"2","TMEM219"
0.000150416273662016,0.849130176262878,0.171,0.106,1,"2","TMEM126B"
0.000153416050388157,1.11263838431451,0.227,0.159,1,"2","PSMC4"
0.000155357139057211,-0.861317110889882,0.097,0.158,1,"2","MYC"
0.000156042823935753,0.978520088053944,0.151,0.087,1,"2","CASP8"
0.000158177146077947,1.0250798573346,0.182,0.121,1,"2","ABI1"
0.000161930426889309,0.303743324847218,0.833,0.801,1,"2","CORO1A"
0.000171247714011716,0.727878195033433,0.333,0.279,1,"2","NDUFB7"
0.000173534113121959,0.859182508588975,0.277,0.216,1,"2","SIGIRR"
0.000178103301428245,-0.63839459589287,0.117,0.194,1,"2","NAAA"
0.000179312578657683,1.07680128922102,0.135,0.079,1,"2","RPS6KA1"
0.000180381612051666,-0.484949317802956,0.218,0.314,1,"2","IGBP1"
0.000185426144570057,0.479327830871554,0.741,0.701,1,"2","CIRBP"
0.000188263537555806,0.542801616898951,0.282,0.203,1,"2","CKLF"
0.000188848942935343,-0.432348494359458,0.293,0.405,1,"2","SMDT1"
0.000192668988286081,-0.850182194579243,0.05,0.105,1,"2","RAB24"
0.000192678561239964,-0.503838420157529,0.216,0.309,1,"2","CLTA"
0.000193942122962586,0.744500106793115,0.221,0.152,1,"2","PUF60"
0.000195702241013829,-0.319168222807996,0.514,0.629,1,"2","ATP6V1G1"
0.000198146558178516,1.95927775363003,0.128,0.071,1,"2","RAB9A"
0.000199944830254513,0.855506977518165,0.176,0.113,1,"2","COMMD8"
0.000203058181246853,1.06527308832751,0.126,0.068,1,"2","TXK"
0.000204549871703772,-0.699963314139941,0.072,0.135,1,"2","NAGK"
0.000204614213379714,-0.647111175571699,0.209,0.291,1,"2","RGS2"
0.00020717718214575,1.03806285702655,0.221,0.155,1,"2","ITGB1BP1"
0.00021746121332026,0.91357995971931,0.164,0.103,1,"2","CYB561D2"
0.000217886085726634,-0.281112960909996,0.27,0.377,1,"2","ATP5H"
0.000226447608252538,0.479087439232663,0.446,0.393,1,"2","NDUFB8.1"
0.000227799802936562,0.259396372650028,0.624,0.555,1,"2","ENO1"
0.00023044348812744,-0.528907011322951,0.176,0.259,1,"2","SDCBP"
0.000230815408654928,-0.324683609157743,0.552,0.661,1,"2","HINT1"
0.000232451800421654,-0.290078640181558,0.624,0.714,1,"2","COX7C"
0.000234952036355798,0.754225369599681,0.399,0.34,1,"2","NDUFB2"
0.000240124874174345,0.875484443727134,0.153,0.091,1,"2","ETS1"
0.00024956737900248,0.865863884371929,0.223,0.16,1,"2","C19orf66"
0.000254815833236698,0.460681738018146,0.514,0.459,1,"2","PSMB1"
0.000259106897100548,0.439719165209815,0.2,0.133,1,"2","PCSK7"
0.000280489377693775,0.59207720102428,0.288,0.221,1,"2","MED10"
0.00028147577409135,0.521412196408466,0.505,0.447,1,"2","VAMP2"
0.000282027769585234,0.513800554208279,0.36,0.29,1,"2","PSMD8"
0.000298549515237587,0.481371549423812,0.313,0.238,1,"2","BIN1"
0.000318181028592621,1.32851261352463,0.173,0.119,1,"2","SDHAF2"
0.0003227770605461,0.789702708387299,0.36,0.31,1,"2","TUBB"
0.00033837466761671,1.022632854641,0.126,0.069,1,"2","MRPL10"
0.000341084064798718,-0.43579224004824,0.185,0.277,1,"2","CHMP1B"
0.000345209871518265,-0.692047026871479,0.227,0.307,1,"2","GSTO1"
0.000354499026217874,0.680886571602563,0.221,0.158,1,"2","RNF166"
0.00035603245188445,1.22823221616457,0.104,0.053,1,"2","PARP8"
0.000362413245525787,0.595154462714716,0.279,0.211,1,"2","CDKN2D"
0.00036504897360015,0.636449812782815,0.243,0.175,1,"2","PDAP1"
0.000365346157448001,1.1447111140362,0.115,0.06,1,"2","DNM2"
0.000371190561358558,0.932237830086356,0.176,0.118,1,"2","DDX6"
0.000380177197800717,1.01064188817977,0.126,0.07,1,"2","PLGRKT"
0.000389339192228528,-0.254213237514724,0.984,0.976,1,"2","RPL9"
0.000401736363566711,0.661210263908971,0.264,0.202,1,"2","IL10RA"
0.000403738189338521,0.63214980288887,0.288,0.23,1,"2","UBE2L3"
0.000435080584508663,-0.575913199836515,0.115,0.19,1,"2","SPG21"
0.000436536993831361,-0.771246461190887,0.074,0.136,1,"2","NAPRT1"
0.000439078098471764,1.04276231440005,0.133,0.077,1,"2","VPS4B"
0.000449330460834131,1.08866502370345,0.131,0.078,1,"2","RNF115"
0.000456673763525401,-0.643157619581125,0.169,0.252,1,"2","ALKBH7"
0.000457935112539913,0.974867014611285,0.142,0.089,1,"2","MAPK1"
0.000458437958066549,0.864172491041581,0.151,0.095,1,"2","PRPF38A"
0.000469105441640315,0.327703048231723,0.773,0.727,1,"2","EMP3"
0.000483505085597248,0.471028046679701,0.306,0.241,1,"2","TUBA4A"
0.000489486282248095,0.876780383217494,0.135,0.08,1,"2","SERTAD1"
0.000499679960401476,0.772144396674442,0.182,0.122,1,"2","VCP"
0.000510032202903175,-0.317780037770915,0.239,0.347,1,"2","RSL1D1"
0.000518187724521737,-0.634955754542549,0.081,0.141,1,"2","NDUFC1"
0.000522659480226341,0.738426980255429,0.209,0.15,1,"2","MAPRE1"
0.000524198003571885,-0.780848506942231,0.074,0.129,1,"2","CHPT1"
0.000525769583373059,-0.592082342819486,0.155,0.224,1,"2","EIF2S3"
0.000531971889830354,0.619080062489343,0.264,0.197,1,"2","HNRNPR"
0.000552742699964698,-0.287426427333791,0.984,0.97,1,"2","RPL31"
0.000556559393552593,0.644768024432424,0.216,0.154,1,"2","ARHGAP30"
0.000562612279449364,-0.776628295906301,0.056,0.106,1,"2","CAMK4"
0.000566786297207329,0.590201748414159,0.304,0.248,1,"2","BUD31"
0.000569982154219686,1.1714962091535,0.176,0.122,1,"2","SMARCE1"
0.000572820050380423,1.05486529270128,0.122,0.071,1,"2","C1orf122"
0.000573959893767046,1.19160753994371,0.146,0.092,1,"2","NFATC3"
0.000576634947703881,0.326396622678003,0.279,0.219,1,"2","RALY"
0.00058576877848887,0.805304755686186,0.214,0.16,1,"2","SYTL1"
0.000594230638081664,0.846537472023048,0.185,0.133,1,"2","PSENEN"
0.000605468708768026,0.719012543910569,0.405,0.344,1,"2","RBM39"
0.000619116802684332,1.09035682338193,0.185,0.138,1,"2","SPN"
0.000621635240114068,0.798376199545138,0.122,0.073,1,"2","NFU1"
0.000624490264858137,-0.701403815454541,0.106,0.174,1,"2","ILF3-AS1"
0.000644744467733455,1.0834284964935,0.126,0.077,1,"2","GPATCH8"
0.000649945915234707,0.847612129842817,0.209,0.159,1,"2","MIR142"
0.00065548690874284,0.446098386887268,0.333,0.266,1,"2","NCOR1"
0.000660569534703717,0.851123651365677,0.153,0.098,1,"2","CD2BP2"
0.000681983709832622,0.772717125519327,0.155,0.095,1,"2","TC2N"
0.000723269685394445,-0.621138241561492,0.137,0.207,1,"2","OAS1"
0.000730248780361169,1.06586728095353,0.131,0.082,1,"2","DIAPH1"
0.000736342100605663,0.639743855895785,0.241,0.184,1,"2","COPS6"
0.000757674971527917,0.800406962906996,0.218,0.168,1,"2","PSMC3"
0.000764177109011367,1.64557930144591,0.128,0.08,1,"2","MOB2"
0.000775134492250495,0.475102096417825,0.363,0.304,1,"2","ENSA"
0.000790454250391804,0.372110728179257,0.378,0.306,1,"2","MT2A"
0.000815486759677319,0.930502343949591,0.146,0.096,1,"2","TMX1"
0.000817119131349752,0.904288370717469,0.14,0.09,1,"2","ESYT1"
0.000821697074348572,-0.278146574723154,0.628,0.714,1,"2","CD48"
0.000826952077935588,0.680942752059821,0.268,0.216,1,"2","GLIPR2"
0.000832939658980644,-0.774597845555423,0.115,0.178,1,"2","AQP3"
0.000838036657492425,-0.522545134220504,0.117,0.184,1,"2","FLT3LG"
0.000838069286714268,0.268622327642527,0.872,0.854,1,"2","SERF2"
0.000842899953636272,0.541647308392728,0.318,0.259,1,"2","SRI"
0.000858024399018291,0.70007857016232,0.315,0.262,1,"2","PSMA5"
0.000860006782028483,0.940623756009071,0.162,0.116,1,"2","SCNM1"
0.000861285122643446,0.623045349018079,0.227,0.171,1,"2","KDELR2"
0.000862416178738716,0.455924996566693,0.297,0.235,1,"2","POLR2G"
0.000864735718246338,0.611803534746621,0.162,0.108,1,"2","SNAPIN"
0.000869814566356873,0.904435890041812,0.295,0.237,1,"2","RPS19BP1"
0.00086994459020401,1.05756050499091,0.218,0.17,1,"2","ANXA2R"
0.000876535168006461,0.491117655288252,0.212,0.149,1,"2","TBCC"
0.000883373361998461,0.540105479439446,0.297,0.232,1,"2","CTSD"
0.000886947567688776,0.524367962134012,0.297,0.233,1,"2","KMT2E"
0.000894569193336945,0.812657409964871,0.135,0.086,1,"2","SHARPIN"
0.000901737748610562,1.09988653469152,0.104,0.055,1,"2","VPS26A"
0.000905638061407874,0.506460358398219,0.365,0.309,1,"2","PAIP2"
0.000906689673329579,0.739081032114496,0.171,0.115,1,"2","GGA1"
0.000915611029847938,-0.772113187972168,0.068,0.115,1,"2","STMN3"
0.000925813193043918,0.982910026132051,0.151,0.103,1,"2","MIF4GD"
0.000937866889832463,-0.593922812898865,0.11,0.173,1,"2","HSBP1"
0.000939284189071976,0.877308482963478,0.203,0.147,1,"2","LSM1"
0.000967119161894084,0.969765085343241,0.241,0.187,1,"2","GBP2"
0.000970140926269675,1.01497965119257,0.135,0.088,1,"2","NCK1"
0.000971638497799322,-0.719716234383208,0.101,0.154,1,"2","SYPL1"
0.000975082526541091,0.610045398283349,0.286,0.231,1,"2","ARHGEF1"
0.000983031137703731,1.00164537266856,0.142,0.093,1,"2","ANXA4"
0.00103323166556147,1.34332792352074,0.142,0.093,1,"2","STX4"
0.00103937296987848,0.605919842346788,0.2,0.147,1,"2","ZNF428"
0.00108729964896314,-0.477002357454606,0.146,0.217,1,"2","TMEM243"
0.00108788061831324,-0.735449477793807,0.11,0.173,1,"2","SMAP2"
0.00109707002610286,-0.30421402328059,0.412,0.504,1,"2","TCEB2"
0.0011208137057035,0.607745010566108,0.14,0.088,1,"2","LBR"
0.0011247453303083,0.600341493789651,0.284,0.23,1,"2","CELF2"
0.00115956851433991,0.623212930080982,0.279,0.23,1,"2","PGAM1"
0.00118618805092309,0.430741635296464,0.286,0.223,1,"2","PSMA2.1"
0.00120742001754581,-0.371088257022794,0.151,0.227,1,"2","NDUFB5"
0.00121660865928656,0.96109647570756,0.158,0.111,1,"2","TMEM248"
0.00122041582016267,1.17326229078779,0.122,0.077,1,"2","AMZ2"
0.0012331459254094,0.919672146189149,0.119,0.068,1,"2","DNAJC9"
0.00123614319577172,0.810511728938339,0.205,0.157,1,"2","CAST"
0.00123835491708735,0.72470857120794,0.232,0.184,1,"2","TMED10"
0.0012497779507496,0.766425983754808,0.187,0.134,1,"2","ARHGAP9"
0.00125909263101613,0.484468113301438,0.234,0.181,1,"2","OSTC"
0.00128989093518992,-0.628013266524642,0.101,0.163,1,"2","AGTRAP"
0.0013076929540636,1.14427870965933,0.117,0.077,1,"2","HSH2D"
0.00133032171264414,-0.634796628861038,0.128,0.197,1,"2","GRB2"
0.00136423571244846,1.0352335625446,0.171,0.122,1,"2","STOML2"
0.00136439324433135,0.723342151409738,0.155,0.106,1,"2","ADA"
0.00139769521559451,0.798982214521834,0.243,0.189,1,"2","PIN1"
0.0014127682413203,0.707387559521689,0.18,0.126,1,"2","HSPA9"
0.00143248435049902,0.912858182018374,0.124,0.079,1,"2","INPP5D"
0.0014353582543395,0.605196578381872,0.234,0.182,1,"2","TMEM160"
0.00145062513774749,-0.933885984715418,0.063,0.11,1,"2","SMIM14"
0.00146323276883966,0.520581768194346,0.236,0.175,1,"2","DNAJB6"
0.00146960426983995,-0.553306734375196,0.061,0.118,1,"2","CECR1"
0.00148622451309671,0.559996083500903,0.2,0.149,1,"2","ADH5"
0.00153677643934812,-0.668317231601755,0.11,0.17,1,"2","ADI1"
0.00154370742048422,0.413197378396127,0.514,0.458,1,"2","DRAP1"
0.0015441239766851,1.12198789297519,0.104,0.064,1,"2","USB1"
0.00154655524158999,1.12619446583418,0.101,0.059,1,"2","MED15"
0.00155305753880227,0.567538467692912,0.277,0.226,1,"2","MYO1G"
0.00155997961190805,0.848074023055544,0.119,0.073,1,"2","APOBEC3C"
0.00160560417990379,0.817283725635307,0.146,0.097,1,"2","TSR2"
0.0016094223506884,-0.737181031832946,0.061,0.107,1,"2","SH3YL1"
0.00162664528161774,1.9396448979149,0.124,0.082,1,"2","CRELD2"
0.00165225871643511,0.940411938290584,0.128,0.085,1,"2","DTD1"
0.00168886914311207,0.968726912032957,0.113,0.067,1,"2","ATP6V1H"
